Temperature,Tin Oxide,Titania,Tungsten Oxide,Indium Oxide
25.3,1625,1608,601,1725
23.8,1649,1633,584,1745
21.4,1443,1455,635,1600
19.8,1209,1193,753,1310
19.2,1105,1000,847,1208
18.8,1020,863,933,1074
17.1,991,828,973,993
16.2,937,741,1058,923
16,882,654,1141,819
14.3,843,597,1242,727
13.3,819,565,1295,694
13.4,834,596,1276,727
12.2,977,800,990,926
13.9,1234,1109,767,1194
15.2,1403,1340,623,1502
19.2,1538,1458,593,1743
23.7,1343,1299,694,1542
26.1,1243,1162,766,1354
28.1,1201,1102,814,1175
28.3,1121,1020,893,916
28,1087,1055,908,818
30.8,1165,1225,824,1028
31.3,1224,1270,806,1113
29.4,1431,1482,679,1431
25.8,1433,1510,661,1503
23.8,1527,1664,587,1775
22,1387,1361,701,1505
20.2,1158,1100,835,1211
19.3,1009,907,982,872
17.9,1026,890,976,855
17.2,1119,979,873,1170
16.3,1000,839,958,1024
16.7,866,675,1155,841
14.6,848,642,1202,760
14.1,844,608,1213,803
14.2,852,646,1186,793
14.3,923,757,1041,906
14,1490,1368,627,1541
15.4,1662,1576,523,1861
19.1,1553,1354,621,1895
23.7,1423,1247,706,1684
26.9,1458,1350,677,1731
29.7,1349,1299,728,1402
29.2,1326,1265,757,1246
29.6,1356,1312,729,1342
30,1460,1438,680,1489
29.5,1497,1449,679,1532
27,1645,1566,599,1909
24.9,1557,1483,615,1757
23.1,1747,1608,557,1983
21.5,1482,1319,660,1703
20.5,1211,1010,816,1246
19.2,1294,1083,770,1321
18.8,1300,1043,777,1375
18.2,1402,1098,736,1456
16.1,1349,1097,707,1442
16.3,1161,938,827,1243
15.7,1022,802,916,1078
16.9,948,700,1045,939
14.8,933,697,1045,937
14,1021,800,931,1019
14.6,1134,979,794,1140
16.7,1311,1147,681,1351
20,1409,1169,685,1459
23.9,1301,1059,787,1297
26.8,1354,1130,765,1291
27.2,1391,1136,738,1296
26.9,1200,929,879,972
24.3,1338,1016,798,1194
25.6,1223,938,884,880
27,1278,1003,845,909
27.5,1257,973,860,839
24.9,1497,1171,725,1248
23.4,1567,1280,661,1476
21.2,1503,1203,651,1502
15.6,1169,850,906,873
12.9,1007,650,1157,528
11.5,1004,667,1157,492
12.2,967,661,1181,463
12.4,984,707,1131,494
12.7,931,689,1161,503
12.6,966,737,1083,581
12.5,777,521,1535,350
12.5,763,471,1783,305
12.8,804,505,1718,329
13.5,830,535,1496,375
14.4,833,553,1476,373
15.1,875,603,1370,385
16.6,882,621,1346,403
17.2,862,635,1320,393
17.4,863,636,1290,388
17.9,830,596,1389,371
18.3,807,584,1488,347
19.4,873,675,1343,396
20.2,931,739,1274,474
19.6,918,748,1228,505
18.5,1001,811,1122,625
17.8,1169,1039,883,941
16.6,1085,907,976,893
15.5,940,769,1103,731
14.8,1126,1083,875,955
14.5,978,858,1013,761
14.1,893,703,1192,515
14.2,838,601,1361,434
14.1,803,527,1513,369
14,775,477,1722,335
14.1,767,454,1826,319
13.9,809,521,1575,378
14,898,676,1271,517
14.4,1053,880,982,786
15,1033,934,917,844
16.3,941,780,1080,720
18.3,941,782,1102,668
18.8,917,772,1098,605
19.6,977,837,1038,646
20.2,994,851,1018,640
19.7,942,785,1065,571
20.7,981,810,1060,605
20,984,832,1034,636
18.6,1116,1003,864,886
18.3,1181,1114,787,1032
17.8,1163,1068,811,977
17.3,1081,950,907,924
17.3,1017,842,1000,846
16.4,966,778,1057,755
16,924,709,1158,610
15.4,861,601,1351,439
15.7,826,560,1424,402
15.6,846,557,1385,406
15.2,842,545,1423,424
14.7,909,617,1236,558
15.5,930,670,1143,746
14.4,1120,935,843,1126
15.9,1518,1389,589,1703
18.1,1461,1398,630,1628
19.6,1075,896,938,936
22.8,1061,908,968,890
24.8,1066,931,979,757
27.2,1179,1137,829,949
28.2,1251,1238,773,1109
25.4,1120,1048,898,870
25.7,1187,1142,840,1011
27.2,1145,1066,903,885
27,1215,1164,817,1015
24.5,1317,1231,766,1155
23.7,1388,1341,702,1315
21.5,1295,1266,716,1359
19.9,1153,1066,811,1194
18.9,1078,932,905,951
17.9,1133,1012,806,1054
17.4,1055,899,880,980
18.1,953,735,999,898
16.5,892,639,1139,803
14.2,895,632,1167,684
14.7,859,602,1209,644
16.3,856,619,1191,677
13.9,1030,880,892,996
15,1689,1560,529,1736
16.1,1486,1351,571,1692
19.3,1592,1423,577,2108
24.2,1469,1252,692,1807
26.7,1364,1205,723,1566
27.4,1285,1123,755,1293
28.1,1311,1170,748,1219
27.7,1416,1348,684,1330
28.4,1387,1318,701,1299
28.4,1329,1185,768,1111
27.3,1496,1292,680,1300
24.3,1676,1525,567,1653
23.1,1724,1510,562,1716
21.8,1642,1426,597,1720
19.8,1267,1088,764,1339
19.6,1146,923,845,1166
17.9,1216,960,788,1256
17.4,1128,891,838,1125
16.8,1042,772,923,968
15.9,926,639,1115,814
15.6,898,608,1154,743
14.6,889,617,1168,758
13.3,959,734,1038,861
12.9,1097,956,827,1047
14.8,1674,1547,539,1665
16.1,1771,1690,461,1982
18.6,1408,1241,648,1711
23.8,1156,1009,875,1204
25.4,1042,941,971,871
25.6,1167,1128,829,1040
24.9,1398,1360,656,1439
22.4,1458,1321,654,1516
21.7,1554,1379,614,1693
21.4,1495,1331,615,1635
20.8,1560,1424,579,1688
20.2,1664,1519,553,1820
20.2,1761,1610,502,2006
18.6,1524,1275,608,1740
18.2,1398,1189,646,1577
17.8,1342,1106,694,1443
17,1433,1104,681,1411
16.2,1297,1019,733,1217
15.7,1179,884,830,1086
15.7,1097,809,897,1050
15.7,1054,761,963,965
15.4,1017,711,1009,906
15.7,1005,738,1005,917
15.9,1206,949,818,1116
16.6,1458,1249,662,1380
18.7,1405,1295,638,1378
17.6,1381,1199,685,1365
16.3,1315,1072,736,1273
16,1332,1082,707,1242
17.3,1362,1145,673,1294
19.4,1399,1222,643,1413
21.4,1310,1160,695,1224
22.7,1399,1201,699,1318
20.9,1524,1239,644,1404
21,1487,1274,641,1471
20.8,1480,1324,622,1623
19.8,1626,1476,555,1786
19.1,1449,1282,625,1569
18.2,1363,1152,684,1495
18.1,1371,1136,689,1471
17.7,1406,1107,718,1384
17.8,1425,1155,709,1789
17.3,1179,951,826,1323
16.5,1047,833,939,1081
15.7,1009,825,950,938
16.2,882,685,1134,673
16.7,858,624,1205,543
16.7,875,659,1180,561
16.9,1012,833,916,862
17.7,1049,836,926,901
19.4,1131,932,854,1048
21.6,1120,931,886,971
24.6,1117,946,909,915
26,1110,948,901,891
25.6,962,816,1044,628
24.8,963,835,1029,556
26.1,1050,948,928,652
25.5,1053,911,949,683
23.7,1045,910,948,624
22.3,1124,1013,849,733
20.7,1330,1140,759,1062
19,1171,1006,835,988
17.8,1085,954,866,871
17.4,1358,1144,727,1243
17.6,1385,1094,765,1175
17.2,1167,914,876,1126
17.1,1072,894,893,1118
16.4,938,789,989,864
14.8,1000,838,910,942
14.8,854,670,1141,684
14.7,815,628,1212,689
13.1,866,689,1138,767
14.3,911,751,1036,817
16,988,806,951,940
17.7,1046,851,920,908
21.3,1085,918,890,871
23.6,1008,816,1015,689
24.3,1004,821,1031,629
24.4,948,754,1086,602
24.6,1026,847,1010,617
23.9,1047,859,948,677
25.9,1018,790,1047,580
24.5,1160,957,884,861
22.6,1269,1047,809,1080
21.2,1394,1111,736,1288
19.9,1292,1003,789,1163
19.4,1212,966,840,1043
19.4,1137,985,858,1045
19.1,1080,910,923,929
18,1031,861,903,825
17.6,917,654,1169,545
16.4,888,598,1228,500
15.6,872,564,1284,494
16,876,547,1256,505
15.8,964,697,1067,717
16,1147,906,815,1126
16.8,1493,1328,577,1597
16.9,1597,1466,518,1687
17.4,1483,1222,597,1529
21.4,1222,1080,742,1366
23.9,1060,1010,858,1074
26.8,1048,1013,886,940
28.4,1051,1008,911,921
30.3,998,977,947,695
30.9,1058,1023,896,795
30.2,1203,1204,790,1079
26.4,1491,1392,630,1473
24.9,1467,1385,623,1493
23.5,1407,1279,660,1308
19.3,1324,1086,692,1189
18.7,1214,970,777,1076
19.5,1016,780,967,806
18.9,1135,842,872,973
18.4,1065,789,936,929
16.4,999,692,1038,778
16.1,911,599,1189,633
15.6,873,545,1308,497
15.6,881,546,1335,458
15.7,967,646,1117,579
16,1280,976,780,1003
16.6,1564,1379,552,1393
16.1,1505,1358,556,1406
17.7,1309,1186,649,1308
20.3,1035,895,898,863
21.2,1148,1062,753,1004
21.5,1152,1104,725,1023
21.4,1131,1059,772,978
20.4,1142,1053,753,979
19.9,1197,1082,753,971
19.9,960,828,971,617
19.5,1077,1001,836,717
18.3,1377,1313,612,1220
17.2,1405,1353,602,1296
16.1,1484,1319,591,1413
16.6,1187,1042,766,1093
18.5,870,729,1096,586
17.3,932,765,1054,575
18.6,830,608,1282,441
19,778,534,1480,358
15.7,820,541,1450,377
15.5,842,565,1327,437
14.7,867,589,1267,468
14.6,927,682,1109,580
14.5,1060,851,912,805
15.1,1440,1271,630,1273
16.4,1449,1350,571,1452
16.4,1384,1265,620,1307
16.3,1172,1085,737,1102
17.2,1143,1083,735,1083
17.4,1167,1134,709,1083
16.8,1303,1288,618,1236
17.3,1264,1279,631,1223
17.5,1242,1193,684,1175
17.5,1070,1022,824,933
17.7,981,978,857,835
17.1,1198,1136,717,1291
17.5,1000,918,881,802
15.9,1110,949,850,842
15.1,1023,854,918,744
13.9,861,695,1130,500
12,969,760,1059,560
12.5,898,741,1085,589
12,835,674,1201,488
12.6,766,523,1534,387
12.7,743,502,1635,355
13.1,758,517,1625,351
13.2,804,604,1366,420
13.1,948,817,1048,695
14.7,1204,1205,729,1139
15.9,1231,1304,652,1315
17.9,1176,1191,705,1217
20.2,1043,1066,789,1014
18.5,992,970,869,884
13,885,772,1035,524
15.1,991,937,874,644
13.6,1182,1119,733,1032
12.3,1191,1074,741,1038
12.7,1272,1136,730,1077
14.4,1138,1063,804,983
15.6,1008,954,892,834
15,1075,1015,824,949
13.7,1034,935,870,941
12.3,934,841,973,756
15.4,883,705,1133,655
14.1,1021,871,938,805
13.8,1059,907,879,970
13.5,1023,878,896,969
13.7,855,669,1160,671
13.9,826,616,1227,575
14,831,602,1269,535
14.6,817,639,1260,489
14.3,972,880,964,689
14.9,1200,1290,657,1196
16.4,1234,1355,621,1266
16,1164,1148,741,1130
18.6,976,952,878,834
19.7,844,825,1027,536
21.2,851,906,989,545
19.7,926,1010,904,720
19.8,890,950,940,655
19.2,921,914,937,614
14.2,1052,956,869,725
12.9,1247,1238,691,1036
12.7,1205,1222,684,1127
13.9,1016,995,857,854
13.9,984,879,940,792
13.4,1041,898,922,891
13.4,1027,887,927,876
13.3,1025,869,954,851
13.3,984,829,1003,787
13.6,969,791,1084,711
14.6,758,546,1483,396
14.3,767,547,1482,375
10.9,772,518,1544,343
7.4,831,557,1480,401
8.7,871,628,1243,518
10.3,995,808,1028,685
11,1093,918,857,939
13.6,1079,885,884,974
14.7,1084,852,910,959
13.8,1204,982,791,1067
13.3,1213,1018,760,1061
16.2,1124,949,827,1008
16.3,945,726,1053,637
20,964,833,1003,647
19.8,903,786,1073,523
19.8,918,863,992,539
17.8,1028,961,913,649
16.7,1175,1209,720,1071
15.1,1215,1161,714,1237
14.1,1072,976,835,1018
13.8,1070,952,858,966
13.7,1021,853,979,901
13.7,1063,859,952,949
12.7,1068,938,862,1057
12.6,993,913,879,989
12.1,1034,928,848,1005
12.3,1025,914,856,1003
11.9,1036,902,825,1087
11.3,924,774,987,909
13.1,922,737,1050,882
16.8,830,625,1266,568
17.9,947,752,1068,620
17.8,977,737,1025,686
18.8,1025,761,1008,700
19.3,1040,804,940,780
14.7,1013,718,1041,558
15.6,1035,755,997,608
17.7,1086,859,892,754
17.8,967,753,1048,544
17.8,968,785,1011,550
17.8,1004,827,972,627
16.4,1132,981,850,877
15.6,1121,985,833,981
14.9,1068,917,889,832
13.8,1123,937,866,941
13.8,1101,933,845,1022
13.9,997,835,951,888
14.9,875,654,1172,683
14.4,815,569,1361,534
13.8,803,531,1462,489
14.2,829,570,1304,562
14,867,625,1213,652
13.4,1118,970,837,1019
14.7,1632,1587,523,1678
16,1598,1668,490,1749
17.8,1378,1303,633,1494
20,1132,1096,731,1186
20.3,1108,1040,767,1051
20.7,1131,1097,735,1027
20.8,1105,1080,751,981
21.5,1120,1096,753,976
25,1100,1108,800,932
25.2,1098,1124,810,871
23.4,1137,1234,749,990
21,1267,1352,651,1196
19.2,1319,1413,597,1329
17.7,1160,1189,698,1151
16.8,1084,1063,775,1031
15.8,1025,963,842,917
16,953,830,986,860
14.2,959,812,961,910
15,834,637,1187,699
14.3,787,549,1366,596
12.8,799,555,1327,643
11.4,807,571,1305,704
12,866,686,1135,741
11.3,1035,917,882,968
12.7,1469,1491,555,1561
14.5,1553,1575,508,1779
17.5,1513,1455,554,1822
21.9,1395,1368,605,1675
23.5,1209,1248,712,1295
24.3,1142,1115,776,1091
23.8,1140,1129,765,1023
24.2,1105,1035,826,877
26.5,1131,1058,824,931
25.7,1162,1064,832,913
26.3,1336,1326,674,1255
24.4,1533,1549,573,1571
23.1,1650,1649,528,1779
21.1,1535,1458,568,1735
19.2,1382,1243,632,1511
18.1,1335,1122,673,1424
17.3,1267,1064,706,1348
16.9,1122,926,805,1174
17.6,986,771,964,947
15.6,966,744,967,935
14.9,919,661,1089,838
15.6,872,632,1132,768
14,967,749,996,881
14.5,1152,964,800,1096
15.5,1500,1393,560,1495
17,1754,1716,452,1895
18.8,1558,1469,525,1758
19.7,1446,1350,568,1630
20.9,1349,1236,627,1530
21.9,1452,1371,576,1622
20.4,1676,1534,496,1828
17.4,1327,1139,658,1323
17.1,1248,1072,713,1188
17.3,1250,1074,724,1166
17.7,1222,1084,727,1108
17.4,1159,1097,748,995
17.6,1192,1143,740,1108
16.7,1074,954,846,956
16.8,984,851,959,817
16.1,970,773,1026,658
15.5,987,800,989,658
16.2,1003,836,949,748
16.4,933,747,1045,569
16.2,859,620,1201,445
16,815,538,1412,379
16.2,792,501,1554,354
16.2,835,560,1409,407
15.9,975,736,1069,611
16.2,1133,957,815,944
16,1347,1237,645,1328
16.6,1122,1000,783,1085
17.4,1152,1014,774,1139
17.6,1020,866,907,799
17.2,1066,927,846,804
18.2,1105,1016,789,930
19.5,1056,894,891,771
19.5,1084,970,818,845
19.8,1288,1191,691,1192
20.3,1390,1368,605,1494
20.3,1374,1303,636,1457
19.8,1378,1342,612,1489
19.1,1428,1329,594,1602
18.2,1336,1176,656,1468
17.8,1234,1049,746,1274
17.5,1300,1221,648,1401
17.3,1246,1150,654,1354
16.8,1141,1017,740,1188
16.3,1014,853,883,975
16.2,938,769,978,816
15.5,988,814,908,921
16,983,833,894,1012
17.2,1033,917,882,905
18.5,1388,1372,601,1449
20,1512,1530,527,1725
21,1148,1104,723,1301
22.8,1095,1019,815,1181
25.5,987,979,923,962
25.9,984,998,905,862
27.7,1072,1084,843,1017
27.1,1048,1068,869,993
28.4,1042,1029,907,879
28.1,1113,1086,882,926
27.6,1146,1145,836,1011
25.2,1239,1272,748,1380
24.6,1302,1346,706,1698
23.1,1181,1183,792,1432
22,1068,1037,869,1217
20.8,1135,1065,803,1317
20.4,1121,992,844,1255
19.1,1131,965,843,1223
18,947,798,964,930
17.4,935,786,964,954
14.8,941,792,975,889
14.6,867,734,1043,808
15.7,839,638,1171,643
15.3,873,704,1091,756
16,1065,942,890,1067
17.6,1187,1104,727,1391
20.3,1249,1174,712,1486
23.1,1157,1072,802,1327
25,988,924,1015,835
25.6,1025,955,997,834
25.5,997,947,998,815
26.1,916,829,1124,621
28.2,965,910,1056,643
27.4,985,903,1059,712
26,1026,920,1037,746
23.8,1125,1016,910,991
23,1159,1054,878,1046
21.7,1284,1149,780,1304
20.9,1101,986,852,1100
20.2,1101,972,879,1001
19.6,1183,1049,762,1290
18.1,1132,996,822,1205
17,998,859,919,1045
16.7,911,743,1052,739
15.9,875,721,1083,683
15.2,808,630,1234,573
13.5,792,599,1262,564
14.2,822,581,1326,602
13.8,918,721,1069,785
16.3,975,774,1001,878
19.2,1047,908,913,981
25.5,1053,970,930,991
28.2,1017,897,1013,780
29.5,1021,889,1022,684
30.6,941,753,1173,468
29.9,991,776,1122,468
31.5,1117,862,995,530
31.2,1217,947,887,648
30.4,1248,982,880,746
26.8,1242,973,856,819
25.5,1403,1151,747,1125
23.7,1238,999,833,1013
22.9,1093,858,975,816
20.8,1034,805,1030,750
20.3,934,795,1098,673
19.6,913,785,1110,692
19.1,835,691,1265,517
18.4,773,568,1474,392
17.4,771,533,1566,360
16.3,805,534,1454,409
15.8,930,684,1059,779
16,1009,859,944,1016
17.6,1196,1131,775,1243
18.5,1010,937,945,949
19.8,990,924,974,861
22.3,988,918,1007,850
24.2,979,910,1028,788
25.1,1029,983,950,879
25.8,984,945,990,747
26.3,985,919,1028,700
25.8,981,886,1054,695
25.7,1020,941,1016,756
26.7,1106,1097,902,941
24.3,1153,1168,842,1021
23.5,1215,1234,796,1167
22,1094,1072,888,1105
21.1,944,832,1072,712
20.9,964,861,1014,735
20.2,1003,872,988,851
20,914,774,1091,706
20.8,839,609,1276,643
20,830,582,1310,608
21.2,812,521,1413,469
18.3,832,547,1320,469
17,903,656,1155,618
17.1,1022,825,931,931
17.1,1378,1277,628,1519
18.8,1745,1748,484,2054
20.3,1326,1137,719,1550
25.3,1215,1062,794,1381
27.4,1138,1015,854,1115
30,1244,1162,765,1189
30.9,1261,1210,736,1200
30.6,1182,1066,818,965
32.2,1208,1111,783,1018
31.7,1158,981,862,775
30.9,1346,1278,701,1193
27.5,1443,1371,664,1425
25.8,1440,1443,635,1594
23.7,1232,1173,751,1284
22.2,1159,1061,812,1174
21.1,1081,929,910,937
20.2,1083,911,883,985
19.3,1069,887,859,1041
19.2,940,724,1012,867
18.4,901,653,1094,822
18.7,848,571,1224,624
16.3,846,598,1211,669
17,848,598,1219,628
16.4,980,800,983,810
16.4,1408,1321,618,1495
18.6,1716,1701,490,2018
21,1475,1351,625,1696
26.4,1262,1096,772,1340
27.7,1156,1034,813,1123
30.1,1192,1097,796,971
31,1233,1154,746,1000
31,1208,1083,792,891
31.6,1215,1116,784,852
30.4,1251,1165,747,975
28.8,1358,1278,689,1192
26.4,1379,1349,645,1373
24.7,1379,1326,659,1307
22.9,1373,1252,670,1325
20.8,1197,950,823,918
19.7,1238,940,815,877
18.9,1255,963,781,1024
18.5,1164,908,821,1019
18,1046,803,900,823
18.4,956,661,1043,701
19.8,885,565,1217,542
19.6,877,549,1265,463
17.3,925,609,1168,533
15.8,1086,837,885,906
16.6,1490,1286,593,1447
18.7,1763,1617,489,1835
20.7,1462,1242,637,1552
26.1,1232,1062,787,1092
28.6,1239,1067,779,1071
30.3,1218,1051,796,881
31.3,1235,1094,756,907
31.1,1196,1061,791,899
32.4,1288,1179,717,1074
32.6,1248,1108,772,969
31.2,1401,1342,663,1267
27.7,1401,1396,645,1402
25.7,1444,1354,655,1437
24.1,1379,1312,683,1382
22.2,1251,1097,771,1280
20.7,1269,1077,773,1250
20.2,1242,1060,745,1359
20.5,1045,850,889,1102
20.1,937,698,1039,768
20,875,622,1167,656
16.3,889,633,1123,683
16.5,888,640,1089,670
16.4,881,624,1135,656
14.9,998,856,894,926
16.4,1517,1460,551,1677
18.2,1522,1509,543,1828
20.7,1417,1303,635,1752
26.5,1329,1214,700,1581
28.5,1203,1023,825,1132
29.7,1234,1037,788,1037
31.7,1286,1090,750,1023
31.7,1298,1075,749,1022
32.8,1308,1084,757,989
32.5,1276,1099,783,925
30.2,1234,985,815,795
27.6,1419,1300,670,1263
25.9,1325,1273,716,1184
23.9,1346,1224,715,1272
22.3,1241,1110,772,1177
20.5,1274,1094,771,1231
19.8,1321,1144,732,1243
19.1,1424,1240,662,1427
17.8,1357,1178,674,1454
17.6,1123,966,770,1183
17.9,1003,820,902,908
16.9,951,713,994,821
15.8,941,687,1024,777
16.5,986,745,959,888
17.2,1153,947,795,1076
19.3,1323,1137,696,1285
20.6,1315,1040,743,1315
23.7,1303,1015,777,1250
25.6,1238,1037,813,978
27.2,1259,1080,772,1072
27.9,1246,1070,770,1064
28.3,1154,912,872,825
29.2,1237,997,800,924
28.9,1315,1041,773,966
25.4,1466,1174,680,1302
25.2,1409,1113,710,1256
24.5,1366,1171,693,1068
22.3,1241,1011,781,1070
21.2,1123,832,930,792
20.6,1321,1075,757,1017
20.2,1397,1159,681,1207
19.8,1507,1311,608,1499
19.5,1405,1177,660,1474
19,1192,994,759,1163
18.1,1199,1070,671,1189
18,973,761,954,815
17.7,864,591,1247,507
17.9,886,598,1257,506
18.9,988,713,1092,716
20,1008,729,1034,795
20.6,976,698,1156,594
23.6,978,718,1137,565
26.7,987,740,1105,523
26.8,1030,778,1071,591
27.7,955,723,1129,559
28.8,924,673,1247,430
26.8,1005,758,1091,522
25.9,1059,816,1023,641
25.8,1079,851,991,738
24.8,1070,850,997,778
25.3,1085,805,972,718
23.9,1066,787,986,689
21.4,1094,815,934,852
20.5,1110,814,948,854
19.2,968,719,1081,664
19.2,906,714,1163,544
17.2,849,615,1285,461
15.8,774,500,1536,352
15.7,746,450,1807,308
16.3,753,437,1904,301
16.1,749,466,1803,307
16.5,864,642,1288,441
17.5,1002,893,1010,775
18.4,970,966,944,907
19.2,898,853,1066,763
21.7,847,800,1155,649
22.3,847,788,1203,598
22.8,871,848,1139,579
23.8,869,866,1107,596
25.1,875,854,1160,595
25.8,895,878,1122,607
25.5,926,885,1101,662
24.5,996,1048,959,822
22.6,997,1100,896,987
21.2,1006,1048,925,966
19.1,895,845,1072,763
18.4,862,751,1154,617
17.3,858,756,1159,564
16.5,853,762,1134,646
16.7,859,727,1120,753
15.5,837,634,1200,669
17.5,746,493,1522,435
13.3,752,515,1472,436
14,742,489,1559,403
11.6,774,560,1386,532
13.4,798,630,1291,536
15.2,1002,932,949,917
16.3,1210,1356,657,1481
19.2,1058,1158,820,1187
24.9,1106,1118,885,1220
28.3,1153,1253,815,1381
29.2,1047,1101,913,1103
31.6,1091,1172,874,1105
32.6,1162,1253,796,1248
32.6,1059,1070,925,976
32.3,1083,1051,939,898
32.1,1150,1161,867,1038
29.7,1321,1426,720,1395
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
20.4,1303,1776,946,1608
26.1,1137,1146,1144,1327
28.8,1139,1109,1118,1292
29.6,1099,1059,1156,1114
31.6,1088,1116,1128,1060
32.3,1027,1041,1237,915
31.8,1014,1049,1200,893
31.8,969,968,1276,768
31,1120,1238,1023,1126
28.6,1131,1368,933,1284
26.7,1130,1368,933,1269
25,1123,1304,939,1290
22.8,1069,1086,1064,1119
21.7,1021,1010,1116,1027
21.1,1101,1093,1012,1155
19.9,1026,960,1072,1078
18.6,949,841,1155,954
18.6,846,687,1295,726
19,811,606,1417,656
18,803,586,1442,573
15.5,882,715,1246,780
16,963,836,1085,920
17,1413,1424,739,1544
19,1485,1650,632,1789
21.8,1354,1418,749,1629
25.6,1074,939,1071,997
26.4,1022,914,1132,847
27.1,1100,1034,995,958
27.5,1073,1052,1009,854
29.5,1049,983,1071,782
30.6,1086,1048,1016,888
31.3,1059,1027,1066,764
29.4,1244,1301,842,1170
27,1320,1423,767,1385
25.8,1236,1304,822,1237
23.7,1136,1187,904,1127
21.3,1110,1093,961,1091
20.5,1026,990,1032,972
19.4,1038,961,1026,949
19.4,975,892,1015,890
17.8,908,814,1089,763
16.6,896,820,1074,833
16.5,810,697,1221,675
15.2,789,638,1305,672
15.5,814,678,1276,626
14.9,958,907,992,882
16.3,1213,1274,762,1264
18.4,1221,1367,722,1330
20.8,1245,1281,774,1324
24.3,1050,963,998,901
26.4,1048,969,1012,852
28.3,1141,1128,902,1009
28.9,1052,1053,949,831
28.5,1152,1099,908,954
29.6,1026,1061,982,814
28,1039,1055,966,845
23.6,1148,1067,887,956
21.5,1176,1114,843,1102
22.1,1100,1028,900,994
20.2,1081,992,959,935
20,976,858,1070,839
19.8,979,857,1082,797
19.6,1092,1024,937,968
19.3,1044,946,1009,886
18.5,940,849,1091,764
18,892,767,1180,657
17.9,838,675,1302,540
17.7,853,727,1179,621
17.7,738,545,1562,450
17.9,762,581,1588,434
18.4,841,713,1293,559
18.9,843,712,1303,548
19.2,841,713,1326,525
20.8,862,721,1329,522
21.3,869,740,1296,535
21.8,894,810,1204,585
22.8,844,755,1284,521
22.9,823,699,1382,493
22.9,843,719,1353,501
23.8,865,767,1279,559
23.2,873,792,1247,589
22.4,899,803,1221,596
21.7,921,856,1163,681
20.8,937,893,1106,783
20.1,901,834,1177,738
19.5,955,918,1056,762
19,1065,1106,897,929
18.5,1035,1110,907,1044
17.8,956,945,1030,892
19.2,869,835,1078,807
17.8,831,822,1085,710
17,815,774,1113,712
17.2,781,661,1271,568
17.3,781,645,1295,575
18.6,828,690,1263,658
20.2,803,635,1417,537
22,811,653,1411,486
25.5,844,696,1353,507
27.5,833,697,1361,496
28.7,832,719,1318,502
29.1,771,626,1502,430
29.8,783,637,1498,439
32,815,723,1378,471
30.3,912,819,1224,589
31.7,894,774,1239,598
29.2,963,885,1102,695
27.4,990,930,1045,739
25,1025,980,986,891
23.6,997,971,993,930
22.3,976,916,1044,880
21.4,878,784,1181,610
20.6,836,728,1213,518
19.7,855,751,1107,664
19.7,759,588,1323,515
18.9,738,539,1421,477
18.7,736,528,1451,477
16.4,765,609,1304,581
16.6,909,834,1031,763
17.4,1108,1123,804,1111
19.3,1252,1369,681,1390
20.9,1175,1188,790,1251
25.6,1111,1120,839,1141
28.9,1044,1069,889,942
30.3,1018,1088,909,795
30.9,1060,1122,863,836
30.5,1071,1110,864,847
30.7,1006,1054,921,769
28.1,1104,1171,827,968
26.9,1196,1336,739,1157
26,1243,1429,687,1367
24.5,1124,1199,794,1101
21.7,1020,1003,904,916
19.3,1035,878,977,825
17.6,986,781,1063,693
17.8,1017,834,986,734
18.6,922,750,1085,685
19.6,830,644,1235,524
18,805,583,1339,527
17.3,760,505,1527,452
16.5,783,529,1437,466
16.8,854,613,1272,565
